Hf,TVF,OH,SVF,TF,IP,phiedge
4157.55,1076.44,12866.6,-1.56280,-450.720,30838.9,-0.0496461
4216.40,924.074,-9.14725,153.319,-415.081,13.8889,-0.0322614
4169.44,1064.30,11594.8,105.995,-440.214,27418.7,-0.0461422
4218.42,925.459,-9.19781,208.443,-416.003,23.0172,-0.0298340
4177.19,1058.31,11455.3,161.176,-438.979,23306.4,-0.0439186
4217.99,926.199,-10.0395,311.314,-414.129,28.2222,-0.0256282
4169.70,1089.33,14675.4,255.165,-441.345,28741.9,-0.0431552
4215.53,924.199,-10.1012,417.694,-413.319,34.0250,-0.0216016
4170.47,1078.56,13658.4,361.709,-438.335,25972.1,-0.0400886
4230.27,932.431,-10.8139,-414.391,-415.444,22.1237,-0.0428920
4167.33,1121.49,19091.2,-480.856,-450.662,43042.9,-0.0640614
4234.62,905.836,-8.42339,-415.070,-410.998,14.4958,-0.0477902
4174.23,1072.34,15374.9,-472.684,-445.017,39822.3,-0.0657551
4250.00,860.585,-13.0023,-415.569,-413.547,18.0200,-0.0561022
4218.56,1009.48,13813.1,-465.294,-435.258,19282.7,-0.0647091
4253.28,860.692,-9.86545,-311.551,-411.995,6.83568,-0.0585572
4215.33,1015.18,14225.9,-363.010,-436.143,22173.6,-0.0592062
4251.39,861.627,-11.8294,-205.912,-413.493,2.30820,-0.0516426
4216.12,1002.39,12595.4,-256.269,-435.101,19598.0,-0.0540581
4256.15,863.231,-10.2584,-154.751,-411.785,4.08672,-0.0482665
4222.36,991.973,11078.3,-200.214,-432.113,17564.9,-0.0517134
4442.33,987.456,-7.11047,-154.563,-12.8635,28.7368,-0.0458355
4372.09,1189.46,19283.9,-229.492,-13.0111,48591.4,-0.0523147
4444.70,985.117,-7.14973,-155.111,-13.3287,30.4663,-0.0459643
4386.64,1173.01,18505.5,-222.740,-13.0872,41090.5,-0.0526034
4429.06,980.248,-10.8363,-155.129,-13.1185,32.2580,-0.0458653
4381.88,1162.40,18445.9,-218.647,-12.8099,34865.7,-0.0523892
4431.98,958.879,-8.63117,-207.169,-12.7249,27.1940,-0.0487354
4375.19,1143.67,17944.0,-272.056,-12.9306,39916.3,-0.0531742
4438.59,937.073,-7.86785,-206.940,-12.8769,29.0944,-0.0490093
4395.81,1086.00,13663.4,-258.680,-12.9127,27505.6,-0.0522964
4439.45,938.178,-6.86920,-311.583,-13.3824,31.1614,-0.0493222
4356.96,1157.09,21043.6,-386.053,-12.9664,56756.7,-0.0547918
4435.79,937.941,-10.5725,-415.175,-13.1274,40.4913,-0.0456856
4345.75,1160.01,21187.3,-491.395,-12.3089,62137.4,-0.0573202
4441.39,939.469,-9.62434,-414.943,-13.2974,40.9754,-0.0456605
4388.58,1129.22,19461.0,-478.285,-12.7607,38438.1,-0.0578119
4433.99,914.746,-9.77005,-415.678,-13.1274,36.4591,-0.0487984
4376.40,1103.07,18416.4,-478.348,-12.7293,39296.3,-0.0592314
4439.57,890.142,-9.96093,-414.731,-12.8948,34.1888,-0.0521726
4379.35,1086.74,19464.4,-483.520,-13.1274,41416.2,-0.0580318
4441.48,892.467,-9.07426,-413.482,-13.0737,40.3030,-0.0520341
4384.53,1087.22,19589.5,-482.707,-12.8948,39658.7,-0.0583749
4438.15,891.674,-11.9081,-413.495,-13.1900,38.2560,-0.0520208
4396.56,1088.00,21179.7,-479.249,-12.9888,30989.6,-0.0588654
4458.50,941.804,-8.38414,154.291,-13.2795,29.8650,-0.0324359
4403.55,1125.45,16843.6,88.9580,-12.9127,35314.5,-0.0432190
4451.09,942.984,-10.8588,154.041,-13.3555,40.4790,-0.0324028
4400.11,1112.46,15177.8,94.1584,-12.8501,32219.2,-0.0428364
4444.56,940.855,-10.5837,152.709,-13.3689,37.4155,-0.0323952
4400.61,1071.21,10319.5,106.151,-12.8859,26476.1,-0.0418771
4441.18,940.187,-9.59613,155.680,-13.2482,34.3246,-0.0322332
4403.30,1050.21,8646.12,112.711,-12.8188,19799.1,-0.0406321
4443.24,942.681,-9.35486,207.845,-13.4450,32.7112,-0.0303962
4401.73,1125.35,17562.7,145.817,-12.5325,26554.8,-0.0411780
4444.90,942.338,-8.65351,207.847,-13.1006,33.3976,-0.0304103
4401.34,1105.07,14535.8,152.161,-12.8367,26904.2,-0.0410663
4440.03,946.405,-10.0788,206.095,-12.7920,35.2726,-0.0303996
4394.23,1077.91,10494.6,159.458,-12.9977,25392.5,-0.0406973
4454.86,944.855,-11.3526,311.889,-13.2258,37.5324,-0.0268930
4411.52,1119.32,15986.6,249.212,-13.2035,27966.5,-0.0392735
4446.61,985.701,-10.7074,310.632,-13.0424,50.5385,-0.0262572
4401.46,1149.38,14929.3,253.792,-13.1274,27685.3,-0.0399649
4447.09,985.910,-11.4984,311.852,-12.9351,45.9827,-0.0262856
4400.86,1110.18,9879.96,263.985,-13.1453,24538.7,-0.0393153
4440.02,984.623,-13.0080,312.249,-13.1140,41.8560,-0.0261924
4407.04,1090.26,8394.89,271.392,-13.3332,17567.5,-0.0374037
4444.97,984.609,-9.98891,418.928,-12.8725,35.0712,-0.0226142
4399.11,1157.96,16074.6,354.305,-12.6801,27950.6,-0.0380678
4443.01,983.696,-11.5266,415.696,-13.1453,38.7438,-0.0227389
4398.79,1142.92,13970.2,361.075,-12.9888,27231.4,-0.0378798
4437.29,982.315,-11.0832,413.079,-13.1229,39.8380,-0.0228076
4403.05,1118.82,11898.6,367.540,-13.1140,18305.1,-0.0354839
3691.57,880.863,-51.3392,-1.88861,-810.787,25.2726,-0.0354632
3611.83,1090.02,18815.2,-1.80626,-849.436,43777.9,-0.0525524
3689.02,872.809,-46.8443,-1.77404,-804.498,17.9727,-0.0358114
3620.17,1061.74,17125.1,-1.79373,-839.050,37330.1,-0.0519912
3685.99,841.902,-46.5582,-1.82774,-801.524,21.5902,-0.0371079
3604.75,1035.71,16931.5,-1.71138,-839.519,43634.3,-0.0515635
3690.71,841.541,-43.6908,-2.05688,-807.325,17.7981,-0.0372149
3622.98,1005.38,13853.7,-1.76330,-839.206,34484.2,-0.0510287
3686.17,841.977,-45.5761,-1.87250,-808.448,18.3856,-0.0371490
3623.66,999.622,13495.4,-1.84386,-838.799,31599.9,-0.0506694
3695.04,846.383,-44.7906,152.104,-802.781,26.2042,-0.0282756
3610.29,1057.06,19281.0,75.9973,-842.346,50010.6,-0.0499565
3685.40,842.949,-43.0736,152.845,-809.271,23.0293,-0.0291525
3619.99,1030.87,17424.4,86.1654,-843.402,39437.1,-0.0492161
3692.99,842.601,-45.0487,151.551,-802.812,23.0028,-0.0280173
3628.24,1027.87,17059.1,88.0933,-835.047,38307.1,-0.0489494
3691.60,839.095,-41.5473,151.576,-799.833,19.1886,-0.0280885
3636.87,987.304,12867.2,96.6592,-826.262,29105.3,-0.0472108
3683.44,838.240,-40.8964,203.281,-800.611,36.1494,-0.0253203
3630.59,984.511,12704.2,151.740,-826.133,27629.6,-0.0453731
3689.29,837.665,-41.4686,202.033,-798.934,27.7616,-0.0254360
3629.01,964.492,9535.25,153.837,-823.628,27958.1,-0.0452376
3686.61,836.422,-42.5796,202.804,-800.853,32.1452,-0.0254763
3614.80,1038.25,19101.6,132.919,-835.552,41507.2,-0.0478805
3685.60,839.082,-42.0915,204.203,-796.832,26.9414,-0.0252153
3619.15,1021.81,16793.5,139.091,-829.805,37875.6,-0.0473895
3683.82,866.046,-40.4812,308.525,-799.310,13.0557,-0.0187445
3610.52,1069.16,18892.6,237.127,-834.210,43773.5,-0.0465531
3680.05,865.066,-41.3677,308.257,-798.075,14.6169,-0.0187586
3622.79,1046.13,17150.8,244.780,-828.807,33632.6,-0.0451135
3685.54,868.180,-41.2442,309.397,-795.611,12.1537,-0.0189651
3638.72,1009.04,12370.5,258.992,-819.974,24599.5,-0.0425365
3778.96,869.089,-40.0827,420.607,-49.5085,16.1943,-0.0162057
3733.67,982.774,8890.49,376.829,-64.9393,20706.4,-0.0312321
3689.38,863.734,-39.6899,419.434,-780.846,-5.10280,-0.0146749
3624.89,1067.38,19296.6,349.430,-811.802,37610.0,-0.0433813
3685.97,868.826,-39.8696,419.069,-794.663,-8.54282,-0.0143792
3633.41,979.736,8148.56,374.600,-816.002,22932.8,-0.0393844
3703.06,876.114,-40.5932,-158.443,-798.053,20.2503,-0.0435716
3584.18,1109.65,23281.9,-238.885,-866.289,67841.6,-0.0602358
3700.98,872.804,-38.3487,-157.834,-796.174,17.4165,-0.0438367
3631.90,1066.34,19343.3,-220.303,-846.394,40630.2,-0.0599035
3702.92,873.575,-39.5102,-156.334,-795.821,11.7551,-0.0435975
3620.60,1070.01,19571.8,-225.416,-849.109,47368.4,-0.0597404
3695.13,842.712,-40.3071,-157.043,-795.705,15.5794,-0.0458400
3641.36,1005.35,16006.7,-211.367,-835.150,30496.1,-0.0580926
3691.76,812.527,-42.6134,-207.156,-794.502,9.52174,-0.0501049
3624.73,978.417,15171.1,-263.274,-836.331,36795.3,-0.0591178
3694.88,780.542,-40.1556,-209.093,-794.376,4.49387,-0.0513587
3640.56,925.713,12733.7,-257.966,-825.855,28762.5,-0.0572361
3708.09,753.560,-39.4878,-208.445,-787.533,-0.238619,-0.0512073
3667.13,867.966,9470.85,-247.177,-807.978,19630.1,-0.0545071
3699.61,753.876,-39.3421,-310.441,-792.985,4.78746,-0.0588772
3629.26,944.592,18914.1,-374.086,-841.787,38574.8,-0.0612617
3702.62,720.310,-40.3295,-310.810,-787.734,-0.181820,-0.0582905
3656.24,860.598,12316.4,-358.714,-815.228,23705.0,-0.0582923
3696.74,717.949,-37.1647,-310.051,-790.006,-3.62732,-0.0581939
3654.64,870.047,14039.4,-362.167,-817.974,21419.7,-0.0583261
3700.69,684.894,-40.2063,-416.765,-781.951,4.84935,-0.0659836
3610.53,907.591,21219.7,-488.572,-837.511,50684.5,-0.0609116
3698.86,685.513,-40.7000,-414.522,-781.951,2.23427,-0.0659098
3628.17,855.070,14383.9,-473.389,-816.901,37984.0,-0.0617259
3694.97,685.389,-40.7562,-414.445,-787.828,2.54981,-0.0659642
3640.97,840.659,14031.5,-468.534,-820.171,29553.0,-0.0615735
3702.64,684.930,-39.7068,-415.093,-789.577,-2.17928,-0.0659886
3657.83,826.381,12399.8,-462.860,-814.732,22986.3,-0.0620077
3693.17,684.792,-40.4362,-413.715,-789.224,0.100258,-0.0659784
3654.07,805.119,10214.2,-457.955,-809.919,18124.0,-0.0611714
3093.41,737.786,-4.42253,-9.84404,-1368.47,26.6913,-0.0312331
3010.12,933.505,17092.4,-10.3686,-1409.72,43539.7,-0.0582834
3103.46,741.006,-3.67619,-8.90421,-1367.04,31.6177,-0.0314613
2997.73,959.039,18889.6,-9.52003,-1405.43,59566.5,-0.0542592
3119.70,745.586,-2.26768,-8.41013,-1352.17,26.8593,-0.0312456
2965.31,950.281,18154.6,-8.73236,-1389.22,57385.1,-0.0554798
3149.38,761.208,-3.99071,-6.69159,-1365.12,16.9575,-0.0313268
3069.61,942.512,16339.0,-7.17135,-1396.78,48492.3,-0.0566986
3148.86,756.188,-2.77277,-6.34609,-1352.33,24.8533,-0.0324957
3091.89,893.675,11641.4,-6.89745,-1375.86,33671.4,-0.0546909
3153.06,753.916,-3.87827,-154.943,-1353.30,18.7268,-0.0400403
3045.80,987.928,22845.2,-234.512,-1391.82,71518.0,-0.0632742
3284.16,755.471,-4.00742,-154.807,-39.7848,15.1512,-0.0315077
3184.84,944.588,17245.9,-220.278,-66.5987,55025.0,-0.0406444
3157.02,751.867,-1.07253,-152.558,-1355.04,20.8448,-0.0407981
3051.90,966.323,20608.9,-226.417,-1392.92,69394.0,-0.0629732
3165.43,751.894,-6.72326,-153.314,-1353.97,14.9508,-0.0419429
3082.45,934.640,17445.9,-214.807,-1385.91,54319.3,-0.0634274
3163.17,751.110,-2.84577,-152.091,-1348.25,7.73896,-0.0419484
3098.67,909.796,14931.9,-207.083,-1373.67,42438.5,-0.0619390
3158.82,758.233,-0.163592,-200.855,-1365.72,-4.17401,-0.0393156
3046.71,992.628,22390.7,-281.471,-1406.98,74070.3,-0.0639322
3180.48,758.406,-4.33276,-200.522,-1362.55,-3.03165,-0.0409162
3103.55,935.785,16615.1,-253.496,-1392.19,50010.4,-0.0638295
3172.01,755.052,-5.96566,-200.576,-1355.40,-1.14603,-0.0409721
3109.18,908.941,14090.3,-252.623,-1380.59,39949.0,-0.0631893
3170.42,753.582,-5.66822,-249.366,-1350.62,-0.612281,-0.0358331
3042.42,988.801,21567.6,-330.106,-1394.31,80028.6,-0.0658481
3171.58,753.921,-2.07709,-247.773,-1345.07,-10.5291,-0.0365626
3078.58,940.565,18264.6,-312.054,-1391.68,59144.9,-0.0672031
3168.32,753.417,-4.28799,-248.437,-1346.51,-10.1211,-0.0365786
3042.40,987.394,21950.5,-328.682,-1404.73,79367.6,-0.0650464
3168.93,752.994,-3.43507,-248.392,-1332.74,-10.1272,-0.0366472
3089.10,922.613,16472.2,-307.254,-1373.56,51190.3,-0.0674696
3287.33,752.063,-5.01742,-297.505,-39.4672,42.0723,-0.0275430
3211.47,904.549,14231.2,-350.127,-60.3682,42032.6,-0.0435411
3165.65,749.506,-2.92998,-296.667,-1331.02,-7.86786,-0.0321514
3080.54,928.778,18179.4,-357.803,-1375.85,54959.5,-0.0692591
3167.07,751.239,-1.95351,-297.346,-1332.37,1.56285,-0.0303039
3028.57,988.503,21565.0,-378.971,-1392.89,83359.7,-0.0671965
3161.48,749.684,-3.48542,-346.051,-1332.31,-13.8045,-0.0231396
3028.64,987.095,22484.8,-427.596,-1392.41,81670.5,-0.0693066
3162.94,750.767,-4.49560,-346.457,-1330.78,-25.4223,-0.0243759
3073.80,936.805,18903.6,-407.021,-1378.01,58304.1,-0.0714515
3156.59,749.145,-5.61207,-346.804,-1327.76,-11.1268,-0.0246423
3075.92,919.191,16875.1,-403.853,-1371.70,52093.5,-0.0714601
3163.12,750.094,-6.50423,-394.166,-1327.64,-16.1057,-0.0176660
3095.28,915.989,16637.8,-451.680,-1348.32,49385.3,-0.0681511
3160.32,684.645,-6.95893,-394.784,-1326.88,5.73765,-0.0395352
3079.38,856.509,16824.7,-451.938,-1370.48,52179.6,-0.0700238
3163.53,685.589,-7.61532,-394.863,-1326.15,21.3836,-0.0378788
3028.16,922.956,21882.4,-465.837,-1387.23,81398.8,-0.0659742
3159.78,684.596,-4.64695,-395.088,-1325.32,3.82307,-0.0392411
3088.86,842.485,14724.6,-448.975,-1362.80,44778.8,-0.0706565
3164.86,685.277,-5.24169,-395.672,-1327.63,10.6694,-0.0399654
3093.87,840.218,14659.3,-446.253,-1364.62,43252.4,-0.0709200
3137.11,764.305,-3.05908,-8.14877,-1343.97,16.2221,-0.0305236
3020.01,1000.35,21332.8,-8.56229,-1385.81,70571.8,-0.0558564
3156.93,766.532,-3.12066,124.367,-1354.67,-11.7995,-0.0213743
3049.72,994.307,20956.1,47.1866,-1397.93,67683.8,-0.0553052
3155.65,761.770,-5.93199,124.852,-1356.82,-5.78053,-0.0217648
3043.38,986.088,20009.8,46.1125,-1397.44,68234.1,-0.0555112
3160.51,775.989,-3.32824,124.566,-1350.84,-5.28653,-0.0208995
3076.76,954.010,15864.1,64.4240,-1380.99,52425.8,-0.0556346
3166.11,776.822,-2.82340,124.956,-1349.86,-0.649177,-0.0209857
3094.96,936.659,14341.0,68.7937,-1375.95,44793.4,-0.0536170
3160.50,750.067,-5.08473,184.593,-1335.89,2.36422,-0.0198581
3111.13,892.102,12682.4,137.186,-1356.78,30180.7,-0.0487829
3166.91,752.914,-1.15669,186.147,-1343.62,-8.28641,-0.0198728
3107.85,916.514,14919.3,129.806,-1368.87,38608.0,-0.0400643
3165.58,750.985,-4.25980,185.526,-1335.54,-1.74406,-0.0199119
3066.83,976.083,21330.6,110.028,-1370.45,63427.4,-0.0536312
3164.51,735.861,-0.769434,234.238,-1339.36,-9.58014,-0.0182126
3066.89,957.017,20320.0,159.186,-1373.51,61458.4,-0.0504666
3166.49,735.963,-2.13304,235.061,-1339.26,-4.32909,-0.0181905
3104.53,899.836,14795.2,178.652,-1364.63,38677.1,-0.0491194
3165.99,736.476,-1.75157,233.885,-1339.22,-9.98530,-0.0182906
3111.45,880.235,12476.4,185.660,-1360.55,32954.0,-0.0480059
3172.40,704.651,-5.30912,281.911,-1337.58,-8.89074,-0.0182365
3128.24,838.039,11491.3,236.885,-1359.25,26483.3,-0.0428666
3169.30,703.270,-0.887285,282.463,-1338.50,-8.86880,-0.0180750
3113.10,857.297,13820.1,231.524,-1365.98,31719.7,-0.0455488
3168.41,702.562,-4.00719,282.819,-1336.46,-11.2970,-0.0168981
3077.01,921.517,20784.4,209.890,-1383.00,55183.8,-0.0485567
3167.09,669.356,-2.52599,331.910,-1333.88,-4.09014,-0.0174522
3076.07,879.544,19139.8,260.367,-1379.17,51540.6,-0.0337361
3170.05,670.559,-0.904121,331.312,-1336.13,-9.09436,-0.0174579
3106.83,845.310,16501.3,274.008,-1371.36,37079.5,-0.0436682
3164.06,667.757,-5.88157,330.942,-1335.04,-5.31540,-0.0174703
3116.29,795.746,10714.3,286.959,-1356.58,25254.1,-0.0416106
3172.08,651.533,-1.02761,377.199,-1330.31,-9.47264,-0.0165241
3127.86,772.056,9863.48,336.019,-1350.74,22662.6,-0.0393539
3168.78,651.350,-4.98934,373.819,-1327.70,-8.91982,-0.0165787
3115.74,809.578,14153.7,321.366,-1354.54,29346.1,-0.0402477
3172.46,653.212,-5.29221,377.706,-1324.33,-4.39043,-0.0160771
3096.85,854.820,18790.4,309.370,-1366.76,43454.4,-0.0354174
4152.18,912.033,17.9949,-3.23122,-394.815,-23.1839,-0.0394025
4048.42,1134.18,19967.8,-2.98060,-441.600,61337.0,-0.0497945
4154.43,910.848,20.1833,-2.76578,-393.165,-20.2604,-0.0394039
4049.29,1133.91,20177.4,-2.66016,-440.222,62401.7,-0.0497478
4155.29,909.623,12.2996,-2.54201,-390.177,-21.5115,-0.0393982
4066.01,1108.64,18569.1,-2.71208,-432.221,53511.7,-0.0499651
4154.04,908.727,16.2443,-2.20189,-393.890,-15.8476,-0.0394285
4087.34,1085.34,17305.4,-1.93157,-429.837,43573.9,-0.0502916
4157.96,910.678,20.0711,-2.11596,-388.733,-28.2225,-0.0394135
4095.47,1070.53,14711.6,-2.06404,-425.006,38669.4,-0.0501273
4159.56,910.215,20.1889,-1.79015,-392.874,-9.63401,-0.0394563
4101.10,1062.66,14095.5,-1.62009,-424.742,34937.1,-0.0500199
4177.23,911.387,19.9924,131.512,-389.788,-17.9626,-0.0327392
4116.89,1066.81,14378.6,79.7280,-421.102,37930.0,-0.0470743
4174.91,912.082,19.6614,132.541,-394.100,171.270,-0.0327095
4111.14,1085.01,16812.6,75.0879,-427.896,43132.9,-0.0483518
4164.13,909.574,19.7849,131.032,-391.403,-17.8776,-0.0326438
4083.92,1105.65,18542.2,64.5815,-430.244,52811.6,-0.0484617
4163.00,908.616,17.1198,131.392,-393.733,-11.2621,-0.0326279
4064.88,1129.49,20272.4,56.2841,-438.778,62011.6,-0.0482848
4159.12,910.010,19.4876,193.238,-396.806,-6.68371,-0.0298099
4063.74,1127.59,20180.2,118.700,-437.355,59427.7,-0.0472614
4154.66,919.967,18.5448,192.257,-394.968,-3.20578,-0.0295601
4077.56,1114.79,18740.9,126.628,-432.990,51514.9,-0.0475156
4173.91,931.246,17.6583,192.794,-397.383,-10.9173,-0.0295310
4117.50,1090.35,14720.0,139.924,-428.177,37099.9,-0.0468834
4169.85,924.328,20.2449,192.545,-391.868,-6.83119,-0.0296352
4114.10,1063.26,11962.9,146.791,-420.337,32188.2,-0.0459187
4153.61,919.837,13.7079,191.546,-397.302,-9.31951,-0.0295260
4060.95,1134.64,19834.5,118.234,-436.604,58764.1,-0.0468497
4163.64,923.165,7.87774,240.122,-394.435,7.97699,-0.0274912
4073.12,1135.10,19603.5,167.288,-433.071,57325.7,-0.0465101
4168.79,923.089,22.6692,240.319,-394.990,-0.307883,-0.0275093
4092.21,1116.26,18382.8,175.979,-432.968,50560.0,-0.0465051
4249.48,930.177,19.8636,242.079,-7.00427,24.3092,-0.0271525
4200.52,1063.85,11542.1,195.735,-27.3193,27413.5,-0.0392749
4184.55,927.615,16.3901,240.718,-391.286,10.6764,-0.0277086
4135.73,1068.02,12538.2,193.881,-418.118,29325.8,-0.0439917
4183.86,926.978,13.7191,289.305,-393.559,11.0323,-0.0255933
4129.73,1076.33,13238.9,239.082,-422.014,33109.3,-0.0438528
4175.19,924.622,13.0458,288.282,-385.512,-1.04263,-0.0255273
4103.44,1110.46,17577.3,227.766,-422.645,44950.6,-0.0450765
4182.64,925.214,7.29420,290.490,-390.575,-4.51127,-0.0254923
4094.35,1138.61,19838.0,217.534,-430.145,56954.2,-0.0458186
4180.22,924.987,18.7414,338.609,-390.302,9.87768,-0.0235915
4082.71,1137.10,19578.3,266.475,-445.688,56105.8,-0.0450202
4176.55,925.049,19.1004,337.748,-389.802,9.22156,-0.0236198
4108.50,1099.44,16076.3,280.497,-432.896,39278.2,-0.0436037
4179.04,923.940,19.9197,338.476,-389.072,8.23536,-0.0236708
4127.59,1065.03,12311.9,290.806,-420.082,29117.4,-0.0420137
4175.69,933.603,17.8716,385.269,-388.876,17.2844,-0.0215181
4127.55,1068.40,11691.1,338.759,-418.655,27163.4,-0.0407885
4176.19,934.070,16.0983,385.464,-387.731,16.2884,-0.0214948
4105.29,1110.09,16248.8,327.154,-434.050,40323.3,-0.0431961
4177.99,934.093,10.1895,384.175,-388.084,1.05475,-0.0214892
4084.79,1142.07,19763.4,314.463,-446.873,53862.8,-0.0445211
4186.90,910.082,16.5025,-136.438,-389.672,-9.62766,-0.0468744
4075.45,1132.56,21435.0,-217.113,-458.534,66512.6,-0.0551196
4187.58,910.678,14.2073,-137.246,-381.625,-22.3073,-0.0468408
4095.83,1108.46,19550.4,-202.906,-446.346,54701.7,-0.0553849
4242.34,908.162,7.64205,-136.812,-7.91670,9.37875,-0.0439504
4178.72,1065.09,14498.2,-197.090,-32.4316,38530.2,-0.0490278
4185.83,914.621,19.7570,-193.983,-389.712,-4.16902,-0.0497052
4129.48,1058.54,13370.3,-242.800,-432.167,32651.6,-0.0569049
4177.46,912.282,18.2475,-193.270,-391.403,-4.13924,-0.0496235
4103.63,1090.82,17255.9,-253.156,-444.449,44053.3,-0.0571945
4185.07,913.810,15.1163,-193.854,-389.005,-3.94926,-0.0497156
4086.93,1131.32,22406.8,-264.620,-470.834,55228.8,-0.0579018
4181.24,889.282,15.6607,-241.794,-387.954,-8.83688,-0.0528545
4062.16,1118.11,22036.0,-319.873,-460.430,69868.5,-0.0565068
4176.17,888.155,13.1918,-242.607,-390.812,-4.92648,-0.0528664
4089.78,1072.82,18616.9,-302.296,-470.784,46476.5,-0.0585856
4175.57,887.803,15.2007,-241.987,-390.991,-10.4254,-0.0528259
4114.38,1035.60,13667.4,-291.925,-436.134,35362.8,-0.0578198
4173.25,864.006,18.8927,-289.485,-389.466,2.76432,-0.0550710
4114.38,1010.43,13397.9,-339.952,-429.126,34934.0,-0.0585792
4187.55,867.263,19.6840,-290.212,-384.922,-9.40241,-0.0550755
4063.67,1097.00,21929.2,-367.017,-469.089,71192.2,-0.0564473
4189.99,867.998,16.0985,-291.476,-384.989,-1.32775,-0.0550281
4091.65,1074.19,20498.5,-359.521,-451.588,60766.4,-0.0579418
4186.12,814.536,16.4351,-389.623,-384.421,-9.17749,-0.0593293
4069.96,1042.50,21697.8,-465.436,-452.925,69027.3,-0.0581416
4182.70,814.024,13.6070,-388.731,-387.717,70.7124,-0.0594111
4091.51,1016.64,20118.2,-450.731,-451.373,54670.9,-0.0591116
4184.46,817.561,19.5043,-389.557,-386.975,0.108144,-0.0589892
4143.65,946.690,11618.7,-432.610,-415.220,24354.3,-0.0602176
3648.24,877.936,-6.08912,-0.898656,-770.304,-3.50303,-0.0336086
3577.59,1040.62,14779.4,-1.36231,-810.885,36274.4,-0.0514926
3631.86,871.209,-2.35758,-1.13138,-769.226,1.04811,-0.0338795
3557.57,1037.10,15123.7,-1.51089,-810.554,38794.8,-0.0516815
3635.03,874.043,-2.17237,-0.973842,-766.516,3.02968,-0.0337660
3556.31,1050.21,16305.9,-1.68990,-814.289,43893.3,-0.0527510
3635.23,869.864,0.369598,-1.25669,-760.138,2.90237,-0.0340872
3534.81,1075.20,20153.6,-1.62904,-819.079,55617.7,-0.0531972
3627.21,868.091,-2.36326,-1.27280,-765.764,0.443807,-0.0349785
3498.33,1100.85,20946.4,-1.69169,-831.885,69784.3,-0.0521963
3635.10,862.567,1.14418,-139.302,-761.797,-4.45671,-0.0409197
3507.93,1091.40,21345.4,-218.180,-829.062,74678.5,-0.0580837
3631.56,836.075,-9.13598,-138.871,-764.642,65.2281,-0.0431458
3519.02,1044.20,19739.6,-213.399,-828.821,65117.7,-0.0575780
3631.52,836.253,0.998075,-139.218,-765.040,-11.7985,-0.0431409
3556.22,1006.49,16254.4,-196.729,-810.939,43269.7,-0.0569235
3631.20,837.180,1.63773,-138.923,-763.121,-9.40480,-0.0430643
3562.38,992.062,14511.2,-190.352,-807.097,39394.6,-0.0568320
3643.03,830.613,-4.13079,-196.424,-757.553,-5.55747,-0.0452171
3571.94,990.160,15417.2,-249.169,-803.286,41550.3,-0.0591311
3628.49,826.733,-3.50227,-196.433,-762.133,-2.05052,-0.0453328
3536.22,1018.96,19438.7,-260.286,-821.512,55739.8,-0.0593417
3619.69,823.526,0.734414,-196.677,-762.473,-0.218129,-0.0454697
3526.65,1015.49,19583.0,-260.669,-820.815,56232.1,-0.0591329
3617.58,823.214,-1.58881,-196.745,-762.933,-1.87025,-0.0454077
3492.43,1051.25,21661.3,-273.859,-830.735,73781.6,-0.0579404
3618.72,824.818,-1.55500,-197.026,-736.786,-2.09409,-0.0447475
3489.25,1058.24,22067.7,-275.572,-803.514,75021.7,-0.0575666
3627.30,812.549,-10.0955,-245.423,-755.280,-5.06694,-0.0456427
3498.32,1045.00,21997.8,-326.541,-823.038,75516.8,-0.0588137
3630.75,812.233,-6.53234,-244.218,-749.788,-3.28917,-0.0458217
3524.40,1007.20,19600.5,-309.666,-832.591,57261.3,-0.0603056
3619.58,809.355,0.880224,-245.611,-754.963,-7.55562,-0.0457882
3524.85,1000.59,19049.0,-309.483,-813.359,56094.6,-0.0598075
3616.16,807.965,-0.393634,-245.507,-754.149,-0.658363,-0.0461310
3550.69,964.082,15215.2,-297.498,-797.234,39225.4,-0.0597853
3614.32,793.145,-1.63358,-295.429,-755.379,-6.27490,-0.0464473
3542.28,953.947,15430.8,-347.270,-801.193,42077.5,-0.0615433
3621.58,781.143,-1.29138,-294.432,-749.269,2.68381,-0.0490093
3526.86,974.720,19644.0,-357.164,-809.436,56045.2,-0.0604057
3610.58,764.247,-1.29141,-294.718,-752.901,-4.23147,-0.0515434
3488.65,994.503,21979.2,-370.592,-818.216,71912.5,-0.0577583
3607.64,748.887,-9.71957,-343.614,-754.176,-4.16830,-0.0520553
3484.23,977.308,21707.9,-419.517,-818.449,71835.4,-0.0586825
3611.77,750.704,-8.64233,-342.860,-753.371,1.54796,-0.0519902
3512.05,941.786,18612.2,-404.972,-829.353,53866.7,-0.0608955
3612.09,751.101,-2.19499,-342.295,-753.321,2.61306,-0.0520353
3547.47,906.937,14809.8,-394.564,-796.009,38775.6,-0.0612299
3615.73,736.494,0.622047,-390.097,-750.177,3.00507,-0.0524439
3545.84,892.690,14657.9,-444.015,-791.979,38905.1,-0.0629898
3616.26,719.895,-1.99301,-391.562,-745.427,-1.88261,-0.0554696
3529.86,907.409,17800.6,-453.404,-796.125,50249.2,-0.0607427
3594.70,716.104,-0.135439,-391.277,-741.862,6.74289,-0.0549972
3468.47,947.078,21322.2,-469.739,-804.659,72349.6,-0.0582251
